,GameID,Season,SeasonType,Status,Day,DateTime,AwayTeam,HomeTeam,AwayTeamID,HomeTeamID,AwayTeamScore,HomeTeamScore,Updated,Period,TimeRemainingMinutes,TimeRemainingSeconds,PointSpread,OverUnder,AwayTeamMoneyLine,HomeTeamMoneyLine,GlobalGameID,GlobalAwayTeamID,GlobalHomeTeamID,TournamentID,Bracket,Round,AwayTeamSeed,HomeTeamSeed,AwayTeamPreviousGameID,HomeTeamPreviousGameID,AwayTeamPreviousGlobalGameID,HomeTeamPreviousGlobalGameID,TournamentDisplayOrder,TournamentDisplayOrderForHomeTeam,IsClosed,GameEndDateTime,HomeRotationNumber,AwayRotationNumber,TopTeamPreviousGameId,BottomTeamPreviousGameId,Channel,NeutralVenue,AwayPointSpreadPayout,HomePointSpreadPayout,OverPayout,UnderPayout,DateTimeUTC,Attendance,Stadium,Periods
16,70365,2026,1,Final,2025-11-17T00:00:00,2025-11-17T21:00:00,LOYMRY,USCB,343,119,128.0,122.0,2025-11-18T00:24:00,F,0.0,0.0,-5.8,237.6,238.0,-296.0,60070365,60000343,60000119,,,,,,,,,,,Scrambled,True,2025-11-17T23:33:02,1351.0,1350.0,,,ESPN+,False,-182.0,-184.0,-184.0,-181.0,2025-11-18T02:00:00,2402.0,"{'StadiumID': 318, 'Active': True, 'Name': 'The Thunderdome', 'Address': None, 'City': 'Santa Barbara', 'State': 'CA', 'Zip': None, 'Country': None, 'Capacity': 6000, 'GeoLat': 34.413792, 'GeoLong': -119.851147}","[{'PeriodID': 117706, 'GameID': 70365, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 51, 'HomeScore': 66}, {'PeriodID': 117717, 'GameID': 70365, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 62, 'HomeScore': 48}, {'PeriodID': 117724, 'GameID': 70365, 'Number': 3, 'Name': 'OT', 'Type': 'Overtime', 'AwayScore': 15, 'HomeScore': 14}]"
17,70585,2026,1,Final,2025-11-17T00:00:00,2025-11-17T19:00:00,OAK,UCF,149,8,136.0,143.0,2025-11-18T00:24:00,F,0.0,0.0,-22.2,268.0,1171.0,-1920.0,60070585,60000149,60000008,,,,,,,,,,,Scrambled,True,2025-11-17T21:12:07,1325.0,1323.0,,,ESPN+,False,-182.0,-182.0,-186.0,-181.0,2025-11-18T00:00:00,5559.0,"{'StadiumID': 20, 'Active': True, 'Name': 'Addition Financial Arena', 'Address': None, 'City': 'Orlando', 'State': 'FL', 'Zip': None, 'Country': None, 'Capacity': 10000, 'GeoLat': 28.6068, 'GeoLong': -81.1976}","[{'PeriodID': 117662, 'GameID': 70585, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 66, 'HomeScore': 72}, {'PeriodID': 117691, 'GameID': 70585, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 71, 'HomeScore': 71}]"
18,70639,2026,1,Final,2025-11-17T00:00:00,2025-11-17T19:00:00,UWG,TENTCH,1391,234,100.0,97.0,2025-11-18T00:24:00,F,0.0,0.0,-6.6,250.7,248.0,-304.0,60070639,60001391,60000234,,,,,,,,,,,Scrambled,True,2025-11-17T20:56:28,504054.0,504052.0,,,ESPN+,False,-184.0,-182.0,-181.0,-184.0,2025-11-18T00:00:00,648.0,"{'StadiumID': 167, 'Active': True, 'Name': 'Hooper Eblen Center', 'Address': None, 'City': 'Cookeville', 'State': 'TN', 'Zip': None, 'Country': None, 'Capacity': 9280, 'GeoLat': 36.178508, 'GeoLong': -85.51}","[{'PeriodID': 117665, 'GameID': 70639, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 54, 'HomeScore': 44}, {'PeriodID': 117676, 'GameID': 70639, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 46, 'HomeScore': 53}]"
19,71042,2026,1,Final,2025-11-17T00:00:00,2025-11-17T19:00:00,DRAKE,CHAR,211,129,117.0,102.0,2025-11-18T00:24:00,F,0.0,0.0,-12.3,252.4,436.0,-562.0,60071042,60000211,60000129,,,,,,,,,,,Scrambled,True,2025-11-17T21:03:19,1322.0,1320.0,,,FloC,False,-186.0,-179.0,-181.0,-181.0,2025-11-18T00:00:00,4786.0,"{'StadiumID': 29, 'Active': True, 'Name': 'TD Arena', 'Address': None, 'City': 'Charleston', 'State': 'SC', 'Zip': None, 'Country': None, 'Capacity': 5100, 'GeoLat': 32.785556, 'GeoLong': -79.934444}","[{'PeriodID': 117668, 'GameID': 71042, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 46, 'HomeScore': 41}, {'PeriodID': 117688, 'GameID': 71042, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 71, 'HomeScore': 61}]"
20,71043,2026,1,Final,2025-11-17T00:00:00,2025-11-17T20:00:00,PVAM,MISSR,313,280,120.0,150.0,2025-11-18T00:24:00,F,0.0,0.0,-58.4,273.7,9042.0,-16440.0,60071043,60000313,60000280,,,,,,,,,,,Scrambled,True,2025-11-17T21:58:30,504080.0,504078.0,,,SEC,False,-186.0,-181.0,-182.0,-181.0,2025-11-18T01:00:00,7595.0,"{'StadiumID': 62, 'Active': True, 'Name': 'Mizzou Arena', 'Address': None, 'City': 'Columbia', 'State': 'MO', 'Zip': None, 'Country': None, 'Capacity': 15061, 'GeoLat': 38.93237, 'GeoLong': -92.33303}","[{'PeriodID': 117677, 'GameID': 71043, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 44, 'HomeScore': 81}, {'PeriodID': 117700, 'GameID': 71043, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 76, 'HomeScore': 69}]"
21,71044,2026,1,Final,2025-11-17T00:00:00,2025-11-17T20:00:00,ANGL,TARL,625,1024,89.0,127.0,2025-11-18T00:24:00,F,0.0,0.0,,,,,60071044,60000625,60001024,,,,,,,,,,,Scrambled,True,2025-11-17T22:09:44,,,,,ESPN+,False,,,,,2025-11-18T01:00:00,1123.0,"{'StadiumID': 487, 'Active': True, 'Name': 'Wisdom Gym', 'Address': None, 'City': 'Stephenville', 'State': 'TX', 'Zip': None, 'Country': None, 'Capacity': 3000, 'GeoLat': 32.215438, 'GeoLong': -98.220617}","[{'PeriodID': 117681, 'GameID': 71044, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 41, 'HomeScore': 72}, {'PeriodID': 117710, 'GameID': 71044, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 48, 'HomeScore': 54}]"
22,71045,2026,1,Final,2025-11-17T00:00:00,2025-11-17T20:00:00,SIUE,WISC,244,96,113.0,155.0,2025-11-18T00:24:00,F,0.0,0.0,-41.9,240.8,3617.0,-21783.0,60071045,60000244,60000096,,,,,,,,,,,Scrambled,True,2025-11-17T21:51:44,1338.0,1337.0,,,BTN,False,-179.0,-184.0,-184.0,-181.0,2025-11-18T01:00:00,13797.0,"{'StadiumID': 61, 'Active': True, 'Name': 'Kohl Center', 'Address': None, 'City': 'Madison', 'State': 'WI', 'Zip': None, 'Country': None, 'Capacity': 17287, 'GeoLat': 43.06942, 'GeoLong': -89.396972}","[{'PeriodID': 117680, 'GameID': 71045, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 67, 'HomeScore': 79}, {'PeriodID': 117699, 'GameID': 71045, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 46, 'HomeScore': 76}]"
23,71046,2026,1,Final,2025-11-17T00:00:00,2025-11-17T19:30:00,RHODE,UAB,893,134,92.0,184.0,2025-11-18T00:24:00,F,0.0,0.0,,,,,60071046,60000893,60000134,,,,,,,,,,,Scrambled,True,2025-11-17T21:18:21,,,,,ESPN+,False,,,,,2025-11-18T00:30:00,3062.0,"{'StadiumID': 64, 'Active': True, 'Name': 'Bartow Arena', 'Address': None, 'City': 'Birmingham', 'State': 'AL', 'Zip': None, 'Country': None, 'Capacity': 8500, 'GeoLat': 33.502164, 'GeoLong': -86.809244}","[{'PeriodID': 117673, 'GameID': 71046, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 56, 'HomeScore': 99}, {'PeriodID': 117696, 'GameID': 71046, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 36, 'HomeScore': 85}]"
24,71047,2026,1,Final,2025-11-17T00:00:00,2025-11-17T20:30:00,RICE,TENN,146,277,109.0,150.0,2025-11-18T00:24:00,F,0.0,0.0,-42.7,235.9,4603.0,-16440.0,60071047,60000146,60000277,,,,,,,,,,,Scrambled,True,2025-11-17T22:36:08,1342.0,1340.0,,,SECN,False,-181.0,-186.0,-189.0,-173.0,2025-11-18T01:30:00,17283.0,"{'StadiumID': 195, 'Active': True, 'Name': 'Thompson-Boling Arena at Food City Center', 'Address': None, 'City': 'Knoxville', 'State': 'TN', 'Zip': None, 'Country': None, 'Capacity': 21678, 'GeoLat': 35.951167, 'GeoLong': -83.925028}","[{'PeriodID': 117695, 'GameID': 71047, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 43, 'HomeScore': 64}, {'PeriodID': 117712, 'GameID': 71047, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 66, 'HomeScore': 85}]"
25,71048,2026,1,Final,2025-11-17T00:00:00,2025-11-17T19:00:00,CCGA,FLATL,1051,145,104.0,151.0,2025-11-18T00:24:00,F,0.0,0.0,,,,,60071048,60001051,60000145,,,,,,,,,,,Scrambled,True,2025-11-17T20:57:51,,,,,ESPN+,False,,,,,2025-11-18T00:00:00,3161.0,"{'StadiumID': 281, 'Active': True, 'Name': 'Eleanor R. Baldwin Arena', 'Address': None, 'City': 'Boca Raton', 'State': 'FL', 'Zip': None, 'Country': None, 'Capacity': 2900, 'GeoLat': 26.372222, 'GeoLong': -80.109167}","[{'PeriodID': 117666, 'GameID': 71048, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 54, 'HomeScore': 82}, {'PeriodID': 117692, 'GameID': 71048, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 49, 'HomeScore': 69}]"
26,71629,2026,1,Final,2025-11-17T00:00:00,2025-11-17T19:30:00,LAMAR,LAMON,303,326,130.0,109.0,2025-11-18T00:24:00,F,0.0,0.0,17.3,231.0,-1029.0,725.0,60071629,60000303,60000326,,,,,,,,,,,Scrambled,True,2025-11-17T21:22:37,504073.0,504072.0,,,ESPN+,False,-182.0,-184.0,-184.0,-181.0,2025-11-18T00:30:00,1002.0,"{'StadiumID': 369, 'Active': True, 'Name': 'Fant-Ewing Coliseum', 'Address': None, 'City': 'Monroe', 'State': 'LA', 'Zip': None, 'Country': None, 'Capacity': 7000, 'GeoLat': 32.531, 'GeoLong': -92.069}","[{'PeriodID': 117671, 'GameID': 71629, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 66, 'HomeScore': 44}, {'PeriodID': 117697, 'GameID': 71629, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 64, 'HomeScore': 64}]"
27,71630,2026,1,Final,2025-11-17T00:00:00,2025-11-17T19:00:00,CARO,LIBRTY,1038,84,76.0,161.0,2025-11-17T21:03:09,F,0.0,0.0,,,,,60071630,60001038,60000084,,,,,,,,,,,Scrambled,True,2025-11-17T20:45:15,,,,,ESPN+,False,,,,,2025-11-18T00:00:00,3513.0,"{'StadiumID': 493, 'Active': True, 'Name': 'Liberty Arena', 'Address': None, 'City': 'Lynchburg', 'State': 'VA', 'Zip': None, 'Country': None, 'Capacity': 4000, 'GeoLat': 37.349356, 'GeoLong': -79.180225}","[{'PeriodID': 117664, 'GameID': 71630, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 31, 'HomeScore': 81}, {'PeriodID': 117675, 'GameID': 71630, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 44, 'HomeScore': 81}]"
28,72000,2026,1,Final,2025-11-17T00:00:00,2025-11-17T20:00:00,SILL,NDKST,205,318,140.0,151.0,2025-11-18T00:24:00,F,0.0,0.0,-1.6,252.4,-171.0,-194.0,60072000,60000205,60000318,,,,,,,,,,,Scrambled,True,2025-11-17T21:50:32,1332.0,1330.0,,,Summ,False,-182.0,-182.0,-178.0,-186.0,2025-11-18T01:00:00,1068.0,"{'StadiumID': 178, 'Active': True, 'Name': 'Scheels Center', 'Address': None, 'City': 'Fargo', 'State': 'ND', 'Zip': None, 'Country': None, 'Capacity': 5644, 'GeoLat': 46.900442, 'GeoLong': -96.799025}","[{'PeriodID': 117687, 'GameID': 72000, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 76, 'HomeScore': 87}, {'PeriodID': 117703, 'GameID': 72000, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 64, 'HomeScore': 64}]"
29,72061,2026,1,Final,2025-11-17T00:00:00,2025-11-17T18:30:00,FLAM,GA,198,272,94.0,143.0,2025-11-17T20:47:40,F,0.0,0.0,-66.6,278.7,11220.0,-16440.0,60072061,60000198,60000272,,,,,,,,,,,Scrambled,True,2025-11-17T20:36:03,504050.0,504049.0,,,SECN,False,-186.0,-179.0,-184.0,-184.0,2025-11-17T23:30:00,5971.0,"{'StadiumID': 134, 'Active': True, 'Name': 'Stegeman Coliseum', 'Address': None, 'City': 'Athens', 'State': 'GA', 'Zip': None, 'Country': None, 'Capacity': 10523, 'GeoLat': 33.9428, 'GeoLong': -83.378}","[{'PeriodID': 117658, 'GameID': 72061, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 36, 'HomeScore': 72}, {'PeriodID': 117674, 'GameID': 72061, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 58, 'HomeScore': 71}]"
30,72062,2026,1,Final,2025-11-17T00:00:00,2025-11-17T22:00:00,BETH,SJST,412,222,92.0,181.0,2025-11-18T00:24:00,F,0.0,0.0,,,,,60072062,60000412,60000222,,,,,,,,,,,Scrambled,True,2025-11-17T23:46:36,,,,,MWN,False,,,,,2025-11-18T03:00:00,2087.0,"{'StadiumID': 415, 'Active': True, 'Name': 'Provident Credit Union Event Center', 'Address': None, 'City': 'San Jose', 'State': 'CA', 'Zip': None, 'Country': None, 'Capacity': 5000, 'GeoLat': 37.33536, 'GeoLong': -121.87985}","[{'PeriodID': 117715, 'GameID': 72062, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 39, 'HomeScore': 89}, {'PeriodID': 117722, 'GameID': 72062, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 53, 'HomeScore': 92}]"
31,72316,2026,1,Final,2025-11-17T00:00:00,2025-11-17T20:00:00,PERUB,SDKST,838,314,76.0,155.0,2025-11-18T00:24:00,F,0.0,0.0,,,,,60072316,60000838,60000314,,,,,,,,,,,Scrambled,True,2025-11-17T21:45:59,,,,,Summ,False,,,,,2025-11-18T01:00:00,1707.0,"{'StadiumID': 624, 'Active': True, 'Name': 'First Bank & Trust Arena', 'Address': None, 'City': 'Brookings', 'State': 'SD', 'Zip': None, 'Country': None, 'Capacity': None, 'GeoLat': None, 'GeoLong': None}","[{'PeriodID': 117686, 'GameID': 72316, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 36, 'HomeScore': 76}, {'PeriodID': 117707, 'GameID': 72316, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 39, 'HomeScore': 79}]"
32,72335,2026,1,Final,2025-11-17T00:00:00,2025-11-17T19:30:00,SWAD,UTRGV,1096,350,87.0,181.0,2025-11-18T00:24:00,F,0.0,0.0,,,,,60072335,60001096,60000350,,,,,,,,,,,Scrambled,True,2025-11-17T21:16:04,,,,,ESPN+,False,,,,,2025-11-18T00:30:00,2019.0,"{'StadiumID': 53, 'Active': True, 'Name': 'UTRGV Fieldhouse', 'Address': None, 'City': 'Edinburg', 'State': 'TX', 'Zip': None, 'Country': None, 'Capacity': 2500, 'GeoLat': 26.310278, 'GeoLong': -98.178056}","[{'PeriodID': 117672, 'GameID': 72335, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 49, 'HomeScore': 95}, {'PeriodID': 117694, 'GameID': 72335, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 38, 'HomeScore': 85}]"
33,72498,2026,1,Final,2025-11-17T00:00:00,2025-11-17T20:30:00,COE,WILL,493,322,104.0,122.0,2025-11-18T00:24:00,F,0.0,0.0,,,,,60072498,60000493,60000322,,,,,,,,,,,Scrambled,True,2025-11-17T22:28:12,,,,,ESPN+,False,,,,,2025-11-18T01:30:00,250.0,"{'StadiumID': 312, 'Active': True, 'Name': 'Western Hall', 'Address': None, 'City': 'Macomb', 'State': 'IL', 'Zip': None, 'Country': None, 'Capacity': 5139, 'GeoLat': 40.471589, 'GeoLong': -90.685201}","[{'PeriodID': 117698, 'GameID': 72498, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 59, 'HomeScore': 56}, {'PeriodID': 117711, 'GameID': 72498, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 44, 'HomeScore': 66}]"
0,67716,2026,1,Final,2025-11-16T00:00:00,2025-11-16T20:30:00,MIA,FL,23,271,62.0,75.0,2025-11-17T00:21:58,F,0.0,0.0,-9.6,157.6,375.0,-517.0,60067716,60000023,60000271,,,,,,,,,,,Scrambled,True,2025-11-16T22:49:42,664.0,665.0,,,ESPN,True,-101.0,-101.0,-101.0,-101.0,2025-11-17T01:30:00,8321.0,"{'StadiumID': 569, 'Active': True, 'Name': 'Veterans Memorial Arena', 'Address': '300 A Philip Randolph Blvd', 'City': 'Jacksonville', 'State': 'FL', 'Zip': '32202', 'Country': 'USA', 'Capacity': 14091, 'GeoLat': 30.3258, 'GeoLong': -81.644234}","[{'PeriodID': 117654, 'GameID': 67716, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 27, 'HomeScore': 36}, {'PeriodID': 117657, 'GameID': 67716, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 36, 'HomeScore': 40}]"
1,67717,2026,1,Final,2025-11-16T00:00:00,2025-11-16T15:00:00,HOU,AUBRN,6,279,67.0,66.0,2025-11-17T00:21:58,F,0.0,0.0,7.2,129.1,-336.0,263.0,60067717,60000006,60000279,,,,,,,,,,,Scrambled,True,2025-11-16T17:21:30,649.0,648.0,,,ESPN,True,-101.0,-104.0,-102.0,-101.0,2025-11-16T20:00:00,15623.0,"{'StadiumID': 382, 'Active': True, 'Name': 'Legacy Arena at BJCC', 'Address': None, 'City': 'Birmingham', 'State': 'AL', 'Zip': None, 'Country': None, 'Capacity': 17654, 'GeoLat': 33.52378, 'GeoLong': -86.812935}","[{'PeriodID': 117622, 'GameID': 67717, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 36, 'HomeScore': 32}, {'PeriodID': 117635, 'GameID': 67717, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 31, 'HomeScore': 34}]"
2,67833,2026,1,Final,2025-11-16T00:00:00,2025-11-16T14:00:00,WMICH,SDAK,188,321,72.0,76.0,2025-11-17T00:21:58,F,0.0,0.0,-3.7,158.5,137.0,-168.0,60067833,60000188,60000321,,,,,,,,,,,Scrambled,True,2025-11-16T15:58:24,643.0,642.0,,,Summ,False,-99.0,-106.0,-103.0,-100.0,2025-11-16T19:00:00,1234.0,"{'StadiumID': 192, 'Active': True, 'Name': 'Sanford Coyote Sports Center', 'Address': None, 'City': 'Vermillion', 'State': 'SD', 'Zip': None, 'Country': None, 'Capacity': 6004, 'GeoLat': 42.790111, 'GeoLong': -96.927806}","[{'PeriodID': 117613, 'GameID': 67833, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 35, 'HomeScore': 37}, {'PeriodID': 117619, 'GameID': 67833, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 37, 'HomeScore': 40}]"
3,68167,2026,1,Final,2025-11-16T00:00:00,2025-11-16T13:00:00,HAMP,HOLY,189,264,56.0,62.0,2025-11-17T00:21:58,F,0.0,0.0,3.8,136.5,-190.0,155.0,60068167,60000189,60000264,,,,,,,,,,,Scrambled,True,2025-11-16T15:01:38,281740.0,281739.0,,,ESPN+,True,-104.0,-100.0,-104.0,-98.0,2025-11-16T18:00:00,225.0,"{'StadiumID': 285, 'Active': True, 'Name': 'Pizzitola Sports Center', 'Address': None, 'City': 'Providence', 'State': 'RI', 'Zip': None, 'Country': None, 'Capacity': 2800, 'GeoLat': 41.831743, 'GeoLong': -71.398043}","[{'PeriodID': 117595, 'GameID': 68167, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 27, 'HomeScore': 29}, {'PeriodID': 117602, 'GameID': 68167, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 29, 'HomeScore': 32}]"
4,68168,2026,1,Final,2025-11-16T00:00:00,2025-11-16T14:00:00,CENCON,UMASS,232,55,71.0,77.0,2025-11-17T00:21:58,F,0.0,0.0,-11.0,132.3,456.0,-675.0,60068168,60000232,60000055,,,,,,,,,,,Scrambled,True,2025-11-16T16:12:21,281742.0,281741.0,,,ESPN+,False,-100.0,-105.0,-101.0,-104.0,2025-11-16T19:00:00,2743.0,"{'StadiumID': 296, 'Active': True, 'Name': 'William D. Mullins Memorial Center', 'Address': None, 'City': 'Amherst', 'State': 'MA', 'Zip': None, 'Country': None, 'Capacity': 9493, 'GeoLat': 42.389381, 'GeoLong': -72.533439}","[{'PeriodID': 117607, 'GameID': 68168, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 26, 'HomeScore': 47}, {'PeriodID': 117621, 'GameID': 68168, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 45, 'HomeScore': 30}]"
5,68169,2026,1,Final,2025-11-16T00:00:00,2025-11-16T17:00:00,HARVRD,MARIST,164,176,51.0,50.0,2025-11-17T00:21:58,F,0.0,0.0,-5.1,119.9,185.0,-231.0,60068169,60000164,60000176,,,,,,,,,,,Scrambled,True,2025-11-16T19:02:04,651.0,650.0,,,ESPN+,False,-99.0,-106.0,-101.0,-101.0,2025-11-16T22:00:00,1884.0,"{'StadiumID': 162, 'Active': True, 'Name': 'McCann Center', 'Address': None, 'City': 'Poughkeepsie', 'State': 'NY', 'Zip': None, 'Country': None, 'Capacity': 3200, 'GeoLat': 41.718431, 'GeoLong': -73.934}","[{'PeriodID': 117638, 'GameID': 68169, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 21, 'HomeScore': 22}, {'PeriodID': 117644, 'GameID': 68169, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 30, 'HomeScore': 28}]"
6,68314,2026,1,Final,2025-11-16T00:00:00,2025-11-16T18:00:00,MSTM,CIN,226,4,51.0,66.0,2025-11-17T00:21:58,F,0.0,0.0,-23.4,133.7,2481.0,-18380.0,60068314,60000226,60000004,,,,,,,,,,,Scrambled,True,2025-11-16T20:02:23,656.0,655.0,,,ESPN+,False,-102.0,-100.0,-101.0,-101.0,2025-11-16T23:00:00,9007.0,"{'StadiumID': 86, 'Active': True, 'Name': 'Fifth Third Arena', 'Address': None, 'City': 'Cincinnati', 'State': 'OH', 'Zip': None, 'Country': None, 'Capacity': 12012, 'GeoLat': 39.131101, 'GeoLong': -84.514207}","[{'PeriodID': 117645, 'GameID': 68314, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 33, 'HomeScore': 28}, {'PeriodID': 117650, 'GameID': 68314, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 17, 'HomeScore': 39}]"
7,68315,2026,1,Final,2025-11-16T00:00:00,2025-11-16T14:00:00,TAMU,OKST,292,113,63.0,78.0,2025-11-17T00:21:58,F,0.0,0.0,-18.8,142.0,1323.0,-4963.0,60068315,60000292,60000113,,,,,,,,,,,Scrambled,True,2025-11-16T16:08:08,281745.0,281744.0,,,ESPN+,False,-104.0,-99.0,-101.0,-101.0,2025-11-16T19:00:00,6251.0,"{'StadiumID': 216, 'Active': True, 'Name': 'Gallagher-Iba Arena', 'Address': None, 'City': 'Stillwater', 'State': 'OK', 'Zip': None, 'Country': None, 'Capacity': 13611, 'GeoLat': 36.125833, 'GeoLong': -97.065}","[{'PeriodID': 117611, 'GameID': 68315, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 32, 'HomeScore': 34}, {'PeriodID': 117626, 'GameID': 68315, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 31, 'HomeScore': 44}]"
8,68316,2026,1,Final,2025-11-16T00:00:00,2025-11-16T19:00:00,ILLST,LBST,204,117,75.0,74.0,2025-11-17T00:21:58,F,0.0,0.0,7.2,131.0,-392.0,297.0,60068316,60000204,60000117,,,,,,,,,,,Scrambled,True,2025-11-16T21:15:45,658.0,657.0,,,ESPN+,False,-103.0,-100.0,-100.0,-104.0,2025-11-17T00:00:00,1480.0,"{'StadiumID': 284, 'Active': True, 'Name': 'Walter Pyramid', 'Address': None, 'City': 'Long Beach', 'State': 'CA', 'Zip': None, 'Country': None, 'Capacity': 4200, 'GeoLat': 33.787222, 'GeoLong': -118.114167}","[{'PeriodID': 117649, 'GameID': 68316, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 39, 'HomeScore': 31}, {'PeriodID': 117653, 'GameID': 68316, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 37, 'HomeScore': 42}]"
9,68537,2026,1,Final,2025-11-16T00:00:00,2025-11-16T17:00:00,COLST,LOYCH,217,209,74.0,62.0,2025-11-17T00:21:58,F,0.0,0.0,3.4,139.2,-176.0,142.0,60068537,60000217,60000209,,,,,,,,,,,Scrambled,True,2025-11-16T19:01:08,652.0,652.0,,,ESPN+,False,-101.0,-104.0,-102.0,-102.0,2025-11-16T22:00:00,2999.0,"{'StadiumID': 71, 'Active': True, 'Name': 'Joseph J. Gentile Arena', 'Address': None, 'City': 'Chicago', 'State': 'IL', 'Zip': None, 'Country': None, 'Capacity': 4557, 'GeoLat': 42.000556, 'GeoLong': -87.658889}","[{'PeriodID': 117637, 'GameID': 68537, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 30, 'HomeScore': 19}, {'PeriodID': 117646, 'GameID': 68537, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 43, 'HomeScore': 42}]"
10,68760,2026,1,Final,2025-11-16T00:00:00,2025-11-16T14:00:00,MASLOW,WAKE,16,34,69.0,100.0,2025-11-17T00:21:58,F,0.0,0.0,-28.9,152.1,3194.0,-68925.0,60068760,60000016,60000034,,,,,,,,,,,Scrambled,True,2025-11-16T16:00:34,281747.0,281746.0,,,ACC,False,-102.0,-102.0,-101.0,-103.0,2025-11-16T19:00:00,6825.0,"{'StadiumID': 152, 'Active': True, 'Name': 'Lawrence Joel Coliseum', 'Address': None, 'City': 'Winston-Salem', 'State': 'NC', 'Zip': None, 'Country': None, 'Capacity': 14665, 'GeoLat': 36.127866, 'GeoLong': -80.257628}","[{'PeriodID': 117605, 'GameID': 68760, 'Number': 1, 'Name': '1', 'Type': 'Half', 'AwayScore': 35, 'HomeScore': 44}, {'PeriodID': 117624, 'GameID': 68760, 'Number': 2, 'Name': '2', 'Type': 'Half', 'AwayScore': 34, 'HomeScore': 56}]"
